,Manufacturer,ProductName,ReleaseYear,ReleaseMonth,ReleaseDay,DDR_ver,Bandwidth
422,キングストン,KF318C10BB/8,2022,6,1,3,14900
423,キングストン,KCS-UC432/16G,2022,6,1,4,25600
424,キングストン,KCP548SS6-8,2022,6,1,5,38400
425,キングストン,KCP548US6-8,2022,6,1,5,38400
426,キングストン,KCP426ND8/32,2022,6,1,4,21300
427,キングストン,KCP426SD8/32,2022,6,1,4,21300
428,キングストン,KCP432SD8/16,2022,6,1,4,25600
429,キングストン,KCS-UC432/32G,2022,6,1,4,25600
430,キングストン,KCP548US8-16,2022,6,1,5,38400
431,キングストン,KCP548SS8-16,2022,6,1,5,38400
432,キングストン,KCP432SD8/32,2022,6,1,4,25600
433,キングストン,KCP548UD8-32,2022,6,1,5,38400
434,キングストン,KCP548SD8-32,2022,6,1,5,38400
435,キングストン,KCS-UC432/64G,2022,6,1,4,25600
436,キングストン,KCS-UC432LQ/128G,2022,6,1,4,25600
437,キングストン,KF316LS9IB/8,2022,5,31,3,12800
438,キングストン,KCP426SS6/8,2022,5,16,4,21300
439,キングストン,KVR26N19S6/8,2022,5,16,4,21300
440,キングストン,KF432S20IB/8,2022,5,16,4,25600
441,キングストン,KCP432SS6/8,2022,5,16,4,25600
442,キングストン,KCP432SS8/8,2022,5,16,4,25600
443,キングストン,KSM32ES8/8HD,2022,5,16,4,25600
444,キングストン,KSM26SES8/8HD,2022,5,16,4,21300
445,キングストン,KTH-PL432E/8G,2022,5,16,4,25600
446,キングストン,KVR26N19S8/16,2022,5,16,4,21300
447,キングストン,KCP426NS8/16,2022,5,16,4,21300
448,キングストン,KCP426SS8/16,2022,5,16,4,21300
449,キングストン,KSM32ED8/16HD,2022,5,16,4,25600
450,キングストン,KTH-PL432E/16G,2022,5,16,4,25600
451,キングストン,KTH-PL426S8/16G,2022,5,16,4,21300
452,キングストン,KTD-PE426S8/16G,2022,5,16,4,21300
453,キングストン,KTD-PE432/16G,2022,5,16,4,25600
454,キングストン,KTD-PE432S8/16G,2022,5,16,4,25600
455,キングストン,KTL-TS426S8/16G,2022,5,16,4,21300
456,キングストン,KTL-TS432D8/16G,2022,5,16,4,25600
457,キングストン,KCP432ND8/32,2022,5,16,4,25600
458,キングストン,KTD-PE426E/32G,2022,5,16,4,21300
459,キングストン,KTD-PN426E/32G,2022,5,16,4,21300
460,キングストン,KTH-PL432E/32G,2022,5,16,4,25600
461,キングストン,KTH-PN426E/32G,2022,5,16,4,21300
462,キングストン,KTL-TN426E/32G,2022,5,16,4,21300
463,キングストン,KTD-PE432D8/32G,2022,5,16,4,25600
464,キングストン,KTH-PL432/32G,2022,5,16,4,25600
465,キングストン,KTH-PL432D8/32G,2022,5,16,4,25600
466,キングストン,KTH-PL432S4/32G,2022,5,16,4,25600
467,キングストン,KTL-TS432/32G,2022,5,16,4,25600
468,キングストン,KCP426NS6/4,2022,5,9,4,21300
469,キングストン,KCP426SS6/4,2022,5,9,4,21300
470,キングストン,KCP426SS8/8,2022,5,9,4,21300
471,キングストン,KVR32N22S6/8,2022,5,9,4,25600
472,キングストン,KVR32N22S8/8,2022,5,9,4,25600
473,キングストン,KVR32S22S6/8,2022,5,9,4,25600
474,キングストン,KCP426NS8/8,2022,5,9,4,21300
475,キングストン,KVR26N19S8L/8,2022,5,9,4,21300
476,キングストン,KTD-PE426E/8G,2022,5,9,4,21300
477,キングストン,KTD-PN426E/8G,2022,5,9,4,21300
478,キングストン,KTH-PL426E/8G,2022,5,9,4,21300
479,キングストン,KTH-PN426E/8G,2022,5,9,4,21300
480,キングストン,KTL-TN426E/8G,2022,5,9,4,21300
481,キングストン,KTL-TS426E/8G,2022,5,9,4,21300
482,キングストン,KSM26RS8/8HDI,2022,5,9,4,21300
483,キングストン,KSM32RS8/8HDR,2022,5,9,4,25600
484,キングストン,KTD-PE432S8/8G,2022,5,9,4,25600
485,キングストン,KVR32N22S8/16,2022,5,9,4,25600
486,キングストン,KCP432SS8/16,2022,5,9,4,25600
487,キングストン,KTD-PE426E/16G,2022,5,9,4,21300
488,キングストン,KTD-PN426E/16G,2022,5,9,4,21300
489,キングストン,KTH-PL426E/16G,2022,5,9,4,21300
490,キングストン,KTH-PN426E/16G,2022,5,9,4,21300
491,キングストン,KTL-TN426E/16G,2022,5,9,4,21300
492,キングストン,KTL-TS426E/16G,2022,5,9,4,21300
493,キングストン,KSM26RD8/16HDI,2022,5,9,4,21300
494,キングストン,KSM26RS4/16HDI,2022,5,9,4,21300
495,キングストン,KSM32RD8/16HDR,2022,5,9,4,25600
496,キングストン,KSM32RS4/16HDR,2022,5,9,4,25600
497,キングストン,KTD-PE432D8/16G,2022,5,9,4,25600
498,キングストン,KSM29RS8/8HDR,2022,5,9,4,23400
499,キングストン,KVR32S22D8/32,2022,5,9,4,25600
500,キングストン,KVR26N19D8/32,2022,5,9,4,21300
501,キングストン,KVR32N22D8/32,2022,5,9,4,25600
502,キングストン,KSM32RD4/32HDR,2022,5,9,4,25600
503,キングストン,KTD-PE432S4/32G,2022,5,9,4,25600
504,キングストン,KCP316NS8/4,2022,5,6,3,12800
505,キングストン,KCP316SS8/4,2022,5,6,3,12800
506,キングストン,KTD-PE426S8/8G,2022,5,6,4,21300
507,キングストン,KTH-PL426S8/8G,2022,5,6,4,21300
508,キングストン,KTL-TS426S8/8G,2022,5,6,4,21300
509,キングストン,KCP3L16SS8/4,2022,5,6,3,12800
510,キングストン,KCP316ND8/8,2022,5,6,3,12800
511,キングストン,KCP316SD8/8,2022,5,6,3,12800
512,キングストン,KCP3L16ND8/8,2022,5,6,3,12800
513,キングストン,KTD-PE426D8/16G,2022,5,6,4,21300
514,キングストン,KTH-PL426D8/16G,2022,5,6,4,21300
515,キングストン,KTL-TS426/16G,2022,5,6,4,21300
516,キングストン,KTL-TS426D8/16G,2022,5,6,4,21300
517,キングストン,KTD-PE426/32G,2022,5,6,4,21300
518,キングストン,KTH-PL426/32G,2022,5,6,4,21300
519,キングストン,KTL-TS426/32G,2022,5,6,4,21300
520,CFD,D4U3200PS-8G,2022,4,22,4,25600
521,CFD,D4U3200PS-16G,2022,4,22,4,25600
522,リーダーメディアテクノ,L-D4D8G-3200,2022,4,22,4,25600
523,リーダーメディアテクノ,L-D4D16G-3200,2022,4,22,4,25600
524,リーダーメディアテクノ,L-D4N16G-3200,2022,4,22,4,25600
525,Silicon Power,SP008GBSFU240B02,2022,4,20,4,19200
526,プリンストン,PDD4/3200-8G,2022,4,20,4,25600
527,プリンストン,PDN4/3200-8G,2022,4,20,4,25600
528,Silicon Power,SP016GBSFU240B02,2022,4,20,4,19200
529,プリンストン,PDD4/3200-16G,2022,4,20,4,25600
530,プリンストン,PDN4/3200-16G,2022,4,20,4,25600
531,プリンストン,PDD4/3200-32G,2022,4,20,4,25600
532,プリンストン,PDN4/3200-32G,2022,4,20,4,25600
533,グリーンハウス,GH-DRF2133-16GB,2022,4,20,4,17000
534,ADTEC,ADS4800N-X8G,2022,4,6,5,38400
535,ADTEC,ADS4800N-H16G,2022,4,6,5,38400
536,ADTEC,ADS4800N-32G,2022,4,6,5,38400
537,Team,TLZGD48G3600HC18J01,2022,4,5,4,28800
538,ADTEC,ADS2133N-X4G,2022,4,5,4,17000
539,ADTEC,ADS2133N-H8G,2022,4,5,4,17000
540,Team,TLZGD416G3200HC16F01,2022,4,5,4,25600
541,Team,TLZGD416G3600HC18J01,2022,4,5,4,28800
542,トランセンド,TS1GSH64V6H,2022,4,5,4,21300
543,ADTEC,ADS2133N-HE8G,2022,4,5,4,17000
544,Team,TTZD48G2666HC19-S01,2022,3,31,4,21300
545,Team,TTZD48G3200HC22-S01,2022,3,31,4,25600
546,Team,TTZD416G2666HC19-S01,2022,3,31,4,21300
547,Team,TTZD416G3200HC22-S01,2022,3,31,4,25600
548,ADTEC,ADS2933D-H16G,2022,3,31,4,23400
549,ADTEC,ADS3200D-H16G,2022,3,31,4,25600
550,ADTEC,ADS2666D-32G,2022,3,31,4,21300
551,ADTEC,ADS2933N-H16G,2022,3,29,4,23400
552,ADTEC,ADS3200N-H16G,2022,3,29,4,25600
553,ADTEC,ADS2666N-32G,2022,3,29,4,21300
554,ADTEC,ADM2666N-32G,2022,3,29,4,21300
555,キングストン,KSM26ES8/8HD,2022,3,28,4,21300
556,PNY,MD8GSD54800-TB,2022,3,23,5,38400
557,ADTEC,ADS4800D-X8G,2022,3,23,5,38400
558,ADTEC,ADS3200D-E8GSB,2022,3,23,4,25600
559,PNY,MD16GSD54800-TB,2022,3,23,5,38400
560,ADTEC,ADS4800D-H16G,2022,3,23,5,38400
561,ADTEC,ADS3200D-E16GDB,2022,3,23,4,25600
562,ADTEC,ADS3200D-E16GSB,2022,3,23,4,25600
563,ADTEC,ADS4800D-32G,2022,3,23,5,38400
564,ADTEC,ADS3200D-E32GDB,2022,3,23,4,25600
565,IODATA,SDZ3200-4G,2022,2,9,4,25600
566,IODATA,DZ3200-4G,2022,2,9,4,25600
567,IODATA,DZ3200-8G,2022,2,9,4,25600
568,IODATA,SDZ3200-8G,2022,2,9,4,25600
569,ADATA,AD5U48008G-R,2021,12,22,5,38400
570,ADATA,AD5U480016G-R,2021,12,22,5,38400
571,ADATA,AX5U5200C3816G-CLABK,2021,12,22,5,41600
572,ADATA,AX5U5200C3816G-CLARBK,2021,12,22,5,41600
573,ADATA,AD5U480032G-S,2021,12,22,5,38400
574,リーダーメディアテクノ,L-D4D4G,2021,12,13,4,21300
575,リーダーメディアテクノ,L-D4D8G,2021,12,13,4,21300
576,リーダーメディアテクノ,L-D4D16G,2021,12,13,4,21300
577,キングストン,KVR48U40BS8-16,2021,12,8,5,38400
578,キングストン,KF548C38BB-16,2021,12,8,5,38400
579,キングストン,KF552C40BB-16,2021,12,8,5,41600
580,crucial,CT8G48C40U5,2021,12,1,5,38400
581,crucial,CT16G48C40U5,2021,12,1,5,38400
582,crucial,CT32G48C40U5,2021,12,1,5,38400
583,トランセンド,TS3200HLB-8G,2021,11,18,4,25600
584,トランセンド,TS3200HLB-16G,2021,11,18,4,25600
585,トランセンド,JM3200HLD-4G,2021,10,22,4,25600
586,サムスン,M471A2K43DB1-CWE,2021,10,22,4,25600
587,リーダーメディアテクノ,L-D4N4G,2021,10,14,4,21300
588,リーダーメディアテクノ,L-D4N8G,2021,10,14,4,21300
589,リーダーメディアテクノ,L-D4N16G,2021,10,14,4,21300
590,トランセンド,TS3200HSB-8G,2021,10,5,4,25600
591,トランセンド,TS3200HSB-16G,2021,10,5,4,25600
592,crucial,CT8G4SFRA32A,2021,9,22,4,25600
593,Corsair,CMK8GX4M1Z3200C16,2021,9,22,4,25600
594,HP,13L78AA,2021,9,22,4,25600
595,HP,13L79AA,2021,9,22,4,25600
596,HP,13L76AA,2021,9,22,4,25600
597,HP,13L77AA,2021,9,22,4,25600
598,HP,13L74AA,2021,9,22,4,25600
599,HP,13L75AA,2021,9,22,4,25600
600,エレコム,EW3200-8G/RO,2021,9,16,4,25600
601,エレコム,EW3200-N8G/RO,2021,9,16,4,25600
602,エレコム,EW3200-16G/RO,2021,9,16,4,25600
603,エレコム,EW3200-N16G/RO,2021,9,16,4,25600
604,ESSENCORE,KLEVV KD44GS481-26N190A,2021,9,14,4,21300
605,キングストン,KVR26S19S6/8,2021,8,26,4,21300
606,キングストン,KVR26S19S8/16,2021,8,26,4,21300
607,キングストン,KF440C19RBA/8,2021,8,18,4,32000
608,キングストン,KF440C19RB/8,2021,8,18,4,32000
609,キングストン,KF426C13RB1/16,2021,8,18,4,21300
610,キングストン,KF426S16IB/16,2021,8,18,4,21300
611,キングストン,KF426C16BB/16,2021,8,18,4,21300
612,キングストン,KF432C16BB/16,2021,8,18,4,25600
613,キングストン,KF426C16BBA/16,2021,8,18,4,21300
614,キングストン,KF432C16BB1/16,2021,8,18,4,25600
615,キングストン,KF426C16BB1A/16,2021,8,18,4,21300
616,キングストン,KF426S15IB1/16,2021,8,18,4,21300
617,キングストン,KF426C16BB1/16,2021,8,18,4,21300
618,キングストン,KF430C16BBA/16,2021,8,18,4,24000
619,キングストン,KF429S17IB1/16,2021,8,18,4,23400
620,キングストン,KF430C16BB/16,2021,8,18,4,24000
621,キングストン,KF430C15RB1/16,2021,8,18,4,24000
622,キングストン,KF429S17IB/16,2021,8,18,4,23400
623,キングストン,KF430C15BB1/16,2021,8,18,4,24000
624,キングストン,KF432C16RB1/16,2021,8,17,4,25600
625,キングストン,KF432S20IB/16,2021,8,17,4,25600
626,キングストン,KF436C18BB/16,2021,8,17,4,28800
627,キングストン,KF432C16BBA/16,2021,8,17,4,25600
628,キングストン,KF436C18BBA/16,2021,8,17,4,28800
629,キングストン,KF432C16RB1A/16,2021,8,17,4,25600
630,キングストン,KF436C16RB1/16,2021,8,17,4,28800
631,キングストン,KF436C16RB1A/16,2021,8,17,4,28800
632,キングストン,KF437C19BB1/16,2021,8,17,4,29800
633,キングストン,KF437C19BB1A/16,2021,8,17,4,29800
634,キングストン,KF440C19RB1/16,2021,8,17,4,32000
635,キングストン,KF430C15RB1A/16,2021,8,17,4,24000
636,キングストン,KF426C16BB/32,2021,8,17,4,21300
637,キングストン,KF432S20IB/32,2021,8,17,4,25600
638,キングストン,KF426S16IB/32,2021,8,17,4,21300
639,キングストン,KF426C16BBA/32,2021,8,17,4,21300
640,キングストン,KF430C15BB1A/16,2021,8,17,4,24000
641,キングストン,KF436C18BB/32,2021,8,17,4,28800
642,キングストン,KF436C18RB/32,2021,8,17,4,28800
643,キングストン,KF436C18BBA/32,2021,8,17,4,28800
644,キングストン,KF432C16RBA/32,2021,8,17,4,25600
645,キングストン,KF436C18RBA/32,2021,8,17,4,28800
646,キングストン,KF432C16BB1A/16,2021,8,17,4,25600
647,キングストン,KSM29ED8/32HA,2021,8,17,4,23400
648,キングストン,KF430C16BB/32,2021,8,13,4,24000
649,キングストン,KF432C16RB/32,2021,8,13,4,25600
650,キングストン,KF430C16RBA/32,2021,8,13,4,24000
651,キングストン,KF432C16BB/32,2021,8,13,4,25600
652,キングストン,KF426C15RB/32,2021,8,13,4,21300
653,キングストン,KF432C16BBA/32,2021,8,13,4,25600
654,キングストン,KF430C16RB/32,2021,8,13,4,24000
655,キングストン,KF429S17IB/32,2021,8,13,4,23400
656,キングストン,KF430C16BBA/32,2021,8,13,4,24000
657,CENTURY MICRO,CB64G-D4RE213342,2021,8,6,4,17000
658,CENTURY MICRO,CB64G-D4RE240042,2021,8,6,4,19200
659,CENTURY MICRO,CB64G-D4RE266642,2021,8,6,4,21300
660,CENTURY MICRO,CB64G-D4RE293342,2021,8,6,4,23400
661,CENTURY MICRO,CB64G-D4RE320042,2021,8,6,4,25600
662,crucial,CT16G4SFRA32A,2021,7,28,4,25600
663,crucial,CT8G4DFRA32A,2021,7,20,4,25600
664,crucial,CT16G4DFRA32A,2021,7,20,4,25600
665,crucial,CT16G4SFRA266,2021,7,20,4,21300
666,PNY,MD8GSD42666BL,2021,7,12,4,21300
667,PNY,MD8GD4266616XR,2021,7,12,4,21300
668,Team,TTZD48G2666HC1901,2021,7,6,4,21300
669,Team,TTZD48G3200HC2001,2021,7,6,4,25600
670,Team,TTZD416G2666HC1901,2021,7,6,4,21300
671,Team,TTZD416G3200HC2001,2021,7,6,4,25600
672,Team,TTZD432G2666HC1901,2021,7,6,4,21300
673,Team,TTZD432G3200HC2001,2021,7,6,4,25600
674,トランセンド,JM3200HSB-16G,2021,7,1,4,25600
675,トランセンド,JM3200HLB-16G,2021,7,1,4,25600
676,ADATA,AD4S26664G19-RGN,2021,6,30,4,21300
677,トランセンド,TS2666HLG-8G,2021,6,14,4,21300
678,トランセンド,TS2666HSG-8G,2021,6,14,4,21300
679,Team,TTCCD48G2666HC19-S01,2021,6,1,4,21300
680,Team,TTCCD48G3200HC22-S01,2021,6,1,4,25600
681,Team,TTCCD416G2666HC19-S01,2021,6,1,4,21300
682,Team,TTCCD416G3200HC22-S01,2021,6,1,4,25600
683,Team,TTCCD432G2666HC19-S01,2021,6,1,4,21300
684,Team,TTCCD432G3200HC22-S01,2021,6,1,4,25600
685,Team,TED44G2666C1901,2021,5,27,4,21300
686,Team,TED48G2666C1901,2021,5,27,4,21300
687,Team,TED44G3200C2201,2021,5,27,4,25600
688,Team,TED48G3200C22-S01,2021,5,27,4,25600
689,Team,TED48G3200C2201,2021,5,27,4,25600
690,Team,TED416G2666C19-S01,2021,5,27,4,21300
691,Team,TED416G2666C1901,2021,5,27,4,21300
692,Team,TED416G3200C2201,2021,5,27,4,25600
693,Team,TED416G3200C22-S01,2021,5,27,4,25600
694,Team,TED432G3200C2201,2021,5,27,4,25600
695,Team,TED432G2666C19-S01,2021,5,27,4,21300
696,Team,TED432G3200C22-S01,2021,5,27,4,25600
697,サムスン,M378A4G43AB1-CWE,2021,5,14,4,25600
698,Lexar,LD4AS008G-R2666G,2021,4,19,4,21300
699,Lexar,LD4AU016G-R2666G,2021,4,19,4,21300
700,Lexar,LD4AS016G-R2666G,2021,4,19,4,21300
701,キングストン,KSM26ED8/16HD,2021,4,14,4,21300
702,ADTEC,ADS2133D-E4GSB,2021,4,9,4,17000
703,ADTEC,ADS2400D-E4GSB,2021,4,9,4,19200
704,ADTEC,ADS2666D-E8GSB,2021,4,9,4,21300
705,ADTEC,ADS2400D-E8GSB,2021,4,9,4,19200
706,ADTEC,ADS2133D-E8GSB,2021,4,9,4,17000
707,ADTEC,ADS2666D-E16GDB,2021,4,9,4,21300
708,ADTEC,ADS2666D-E16GSB,2021,4,9,4,21300
709,ADTEC,ADS2133D-E16GDB,2021,4,9,4,17000
710,ADTEC,ADS2400D-E16GDB,2021,4,9,4,19200
711,ADTEC,ADS2400D-E16GSB,2021,4,9,4,19200
712,ADTEC,ADS2933D-E16GSB,2021,4,5,4,23400
713,ADATA,AD4S26668G19-RGN,2021,3,26,4,21300
714,ADATA,AD4S32008G22-RGN,2021,3,26,4,25600
715,ADATA,AD4S266616G19-RGN,2021,3,26,4,21300
716,ADATA,AD4S3200732G22-RGN,2021,3,26,4,25600
717,Micron,MTA18ASF2G72AZ-2G6E2,2021,3,18,4,21333
718,Micron,MTA72ASS8G72LZ-2G6J1,2021,3,11,4,21333
719,Micron,MTA9ASF2G72PZ-3G2B1,2021,3,10,4,25600
720,crucial,CT8G4S266M,2021,3,9,4,21300
721,crucial,CT16G4SFS832A,2021,3,9,4,25600
722,crucial,CT16G4S266M,2021,3,9,4,21300
723,crucial,CT32G4S266M,2021,3,9,4,21300
724,サムスン,M378A1G44AB0-CWE,2021,3,4,4,25600
725,キングストン,KTD-PE432/64G,2021,3,1,4,25600
726,キングストン,KTH-PL432/64G,2021,3,1,4,25600
727,キングストン,KTD-PE429LQ/64G,2021,3,1,4,23400
728,キングストン,KSM32RD4/64HAR,2021,3,1,4,25600
729,キングストン,KSM26RD4/64HAR,2021,3,1,4,21300
730,キングストン,KSM26RD4/64MER,2021,3,1,4,21300
731,キングストン,KSM29LQ4/64HCM,2021,3,1,4,23400
732,キングストン,KSM29RD4/64HAR,2021,3,1,4,23400
733,キングストン,KSM26LQ4/64HCI,2021,3,1,4,21300
734,キングストン,KSM26LQ4/64HCM,2021,3,1,4,21300
735,キングストン,KTD-PE429/64G,2021,3,1,4,23400
736,キングストン,KTH-PL429/64G,2021,3,1,4,23400
737,キングストン,KTL-TS429/64G,2021,3,1,4,23400
738,キングストン,KCS-UC429/64G,2021,3,1,4,23400
739,キングストン,KTL-TS432/64G,2021,3,1,4,25600
740,Team,TED3L2G1600C11-S01,2021,2,24,3,12800
741,Corsair,CMK16GX4M1Z3600C18,2021,2,24,4,28800
742,トランセンド,JM3200HLH-4G,2021,2,16,4,25600
743,トランセンド,JM3200HSH-4G,2021,2,16,4,25600
744,トランセンド,TS3200HSG-8G,2021,2,16,4,25600
745,G.Skill,F4-2666C19S-32GNT,2021,2,9,4,21300
746,G.Skill,F4-2666C19S-32GVK,2021,2,9,4,21300
747,G.Skill,F4-2666C19S-32GRS,2021,2,9,4,21300
748,グリーンハウス,GH-DNF3200-8GB,2021,1,19,4,25600
749,グリーンハウス,GH-DRF3200-8GB,2021,1,19,4,25600
750,グリーンハウス,GH-DNF3200-16GB,2021,1,19,4,25600
751,グリーンハウス,GH-DRF3200-16GB,2021,1,19,4,25600
752,サムスン,M378A2G43AB3-CWE,2021,1,19,4,25600
753,グリーンハウス,GH-DNF3200-32GB,2021,1,19,4,25600
754,グリーンハウス,GH-DRF3200-32GB,2021,1,19,4,25600
755,CFD,CFD Selection D4N3200CM-16GR,2021,1,12,4,25600
756,CFD,CFD Selection D4N3200CM-8GR,2021,1,12,4,25600
757,CFD,CFD Selection D4N2666CM-8GR,2021,1,12,4,21300
758,CFD,CFD Selection D4N2666CM-16GR,2021,1,12,4,21300
759,キングストン,KVR32S22S8/8,2020,12,1,4,25600
760,キングストン,KVR32S22S8/16,2020,12,1,4,25600
761,キングストン,KVR26S19D8/32,2020,12,1,4,21300
762,キングストン,KVR32S22D8/16,2020,12,1,4,25600
763,キングストン,KSM26RS4/32MEI,2020,12,1,4,21300
764,キングストン,KSM26SED8/16HD,2020,11,27,4,21300
765,キングストン,KSM26RD4/32HDI,2020,11,27,4,21300
766,キングストン,KSM29ED8/32ME,2020,11,27,4,23400
767,サムスン,M378A5244CB0-CTD,2020,10,16,4,21300
768,Corsair,CMV32GX4M1A2666C18,2020,10,14,4,21300
769,Corsair,CMSX32GX4M1A2666C18,2020,10,14,4,21300
770,トランセンド,JM3200HSG-8G,2020,10,13,4,25600
771,トランセンド,JM3200HLG-8G,2020,10,13,4,25600
772,ADTEC,ADS2933D-E8GSB,2020,9,16,4,23400
773,ADTEC,ADS2400N-HE8G,2020,9,16,4,19200
774,ADTEC,ADS2400N-E16G,2020,9,16,4,19200
775,ADTEC,ADS2933D-E16GDB,2020,9,16,4,23400
776,ADTEC,ADS2933D-E32GDB,2020,9,16,4,23400
777,トランセンド,JM3200HSE-32G,2020,9,3,4,25600
778,トランセンド,TS1GHR72V6B,2020,9,3,4,21300
779,トランセンド,JM3200HLE-32G,2020,8,4,4,25600
780,サムスン,M471A2K43CB1-CTD,2020,7,30,4,21300
781,トランセンド,JM3200HSE-16G,2020,7,27,4,25600
782,トランセンド,JM3200HLE-16G,2020,7,27,4,25600
783,G.Skill,F4-2400C17S-4GIS,2020,7,15,4,19200
784,G.Skill,F4-2666C19S-8GIS,2020,7,15,4,21300
785,G.Skill,F4-2800C17S-8GIS,2020,7,15,4,22400
786,G.Skill,F4-3200C16S-8GIS,2020,7,15,4,25600
787,G.Skill,F4-2400C17S-16GIS,2020,7,15,4,19200
788,G.Skill,F4-3200C16S-16GIS,2020,7,15,4,25600
789,トランセンド,JM3200HLB-8G,2020,7,14,4,25600
790,トランセンド,JM3200HSB-8G,2020,7,14,4,25600
791,ADTEC,ADS3200D-H8G,2020,7,13,4,25600
792,ADTEC,ADS2933D-H8G,2020,7,13,4,23400
793,ADTEC,ADS3200N-H8G,2020,7,13,4,25600
794,ADTEC,ADS2933N-H8G,2020,7,13,4,23400
795,ADTEC,ADS2933D-16G,2020,7,13,4,23400
796,ADTEC,ADS2933N-16G,2020,7,13,4,23400
797,ADTEC,ADS3200D-16G,2020,7,13,4,25600
798,ADTEC,ADS3200N-16G,2020,7,13,4,25600
799,ADTEC,ADS2933D-32G,2020,7,13,4,23400
800,ADTEC,ADS2933N-32G,2020,7,13,4,23400
801,ADTEC,ADS3200D-32G,2020,7,13,4,25600
802,ADTEC,ADS3200N-32G,2020,7,13,4,25600
803,エレコム,EV1600-N8G/RO,2020,7,10,3,12800
804,G.Skill,F4-3200C22S-8GRS,2020,7,8,4,25600
805,G.Skill,F4-3200C22S-16GRS,2020,7,8,4,25600
806,G.Skill,F4-3200C22S-32GRS,2020,7,8,4,25600
807,ADATA,AD4S2666732G19-RGN,2020,6,10,4,21300
808,ADATA,AD4S2666716G19-RGN,2020,6,10,4,21300
809,トランセンド,TS2666HSE-32G,2020,6,10,4,21300
810,crucial,CT32G4SFD832A,2020,5,20,4,25600
811,crucial,CT32G4DFD832A,2020,5,20,4,25600
812,IODATA,DZ2666-16G,2020,5,13,4,21300
813,IODATA,SDZ2666-16G,2020,5,13,4,21300
814,トランセンド,JM2666HLG-8G,2020,4,28,4,21300
815,トランセンド,JM2666HSG-8G,2020,4,28,4,21300
816,トランセンド,JM2666HSE-16G,2020,4,28,4,21300
817,トランセンド,JM2666HLE-16G,2020,4,28,4,21300
818,トランセンド,JM2666HLE-32G,2020,4,28,4,21300
819,トランセンド,JM2666HSE-32G,2020,4,28,4,21300
820,トランセンド,TS2666HLE-32G,2020,4,28,4,21300
821,ADTEC,ADM2933D-R8GSB,2020,3,5,4,23400
822,ADTEC,ADM2933D-R16GSA,2020,3,5,4,23400
823,ADTEC,ADM2933D-R32GDA,2020,3,5,4,23400
824,ADTEC,ADM2933D-R64GDA,2020,3,5,4,23400
825,サムスン,M378A1K43CB2-CTD,2020,2,28,4,21300
826,トランセンド,TS2666HSH-4G,2020,2,26,4,21300
827,トランセンド,TS2666HLH-4G,2020,2,26,4,21300
828,トランセンド,TS2666HSB-8G,2020,2,26,4,21300
829,トランセンド,TS2666HLB-8G,2020,2,26,4,21300
830,トランセンド,TS2666HSB-16G,2020,2,26,4,21300
831,トランセンド,TS2666HLB-16G,2020,2,26,4,21300
832,キングストン,KVR32N22S6/4,2020,1,31,4,25600
833,G.Skill,F4-2666C19S-16GIS,2020,1,31,4,21300
834,キングストン,HX436C17FB3/8,2020,1,31,4,28800
835,G.Skill,F4-3000C16S-16GISB,2020,1,31,4,24000
836,crucial,CT32G4SFD8266,2020,1,31,4,21300
837,crucial,CT32G4DFD8266,2020,1,31,4,21300
838,CFD,D4U2400PS-16G,2020,1,6,4,19200
839,G.Skill,F4-2666C19S-16GRS,2019,12,13,4,21300
840,G.Skill,F4-2666C18S-4GRS,2019,12,11,4,21300
841,G.Skill,F4-3200C18S-8GRS,2019,12,11,4,25600
842,G.Skill,F4-3200C18S-16GRS,2019,12,11,4,25600
843,G.Skill,F4-2666C18S-32GRS,2019,12,11,4,21300
844,G.Skill,F4-2400C17S-4GNT,2019,12,4,4,19200
845,G.Skill,F4-2133C15S-4GNT,2019,12,3,4,17000
846,G.Skill,F4-2133C15S-8GNT,2019,12,3,4,17000
847,G.Skill,F4-2400C15S-8GNT,2019,12,3,4,19200
848,ESSENCORE,KLEVV KD48GU880-32A160W,2019,11,29,4,25600
849,G.Skill,F4-2666C18S-32GVK,2019,11,18,4,21300
850,G.Skill,F4-3200C16S-32GVK,2019,11,18,4,25600
851,Team,TED432G2666C1901,2019,10,18,4,21300
852,トランセンド,JetRam JM2666HSB-16G,2019,9,27,4,21300
853,トランセンド,TS4GSH64V6E,2019,9,18,4,21300
854,トランセンド,TS4GLH64V6E,2019,9,18,4,21300
855,トランセンド,TS4GLH72V6E,2019,9,18,4,21300
856,トランセンド,JetRam JM2666HLB-16G,2019,9,17,4,21300
857,IODATA,DZ2666-4G/EC,2019,9,5,4,21300
858,IODATA,SDZ2666-4G/EC,2019,9,5,4,21300
859,IODATA,SDZ2666-8G/EC,2019,9,5,4,21300
860,IODATA,DZ2666-8G/EC,2019,9,5,4,21300
861,ADATA,AD4S240038G17-R,2019,8,23,4,19200
862,バッファロー,MV-D3N1600-LX2G,2019,8,13,3,12800
863,バッファロー,MV-D3U1600-S4G,2019,8,13,3,12800
864,Lenovo,4X70P98201,2019,8,13,4,21300
865,ADTEC,ADS2133D-R4GS,2019,8,7,4,17000
866,ADTEC,ADS2133D-R8GSB,2019,8,7,4,17000
867,ADTEC,ADS2400D-R8GSB,2019,8,7,4,19200
868,ADTEC,ADS2133D-R16GDB,2019,8,7,4,17000
